Date,Customer_ID,Customer_Name,Phone,Vehicle_Type,Plate_Number,Service_Type,Complaint,Parts_Replaced,Mechanic_Name,Service_Cost,Payment_Mode,Return_Visit,Rating,Service_Time_Hours,Remarks,Status,Workshop_Location,Referral_Source,Wait_Time_Mins,Spare_Parts_Availability,Parts_Source,Service_Priority,Customer_Type,Fleet_Name,Mechanic_Skill_Level,Parts_Cost,Labour_Cost,Fuel_TopUp?,Discount_Given,Promo_Code_Used,Follow_Up_Date,Has_Insurance_Cover,Mechanic_Notes,Customer_Notes,Request_For_Pickup,Home_Service,Towing_Required,Service_Package,Whatsapp_Followup
2025-04-04,CUS891,Ngozi Nwachukwu,08038329115,Mercedes-Benz C300,LAG572GH,Oil Change,oilchng,Air filter,Uche,33570,pos,Yes,4.0,2.3,,In progress,VIP section,whatsapp,30,Ordered,ladipo mkt,Emergency,first timer,,Senior,40000,30000,No,5000,,,Yes,,Prefers morning,No,No,No,One-time,No
2025-06-10,CUS892,Ngozi Nwachukwu,08080106555,Honda Accord,LAG626GH,Engine Repair,brake failur,Timing belt,,34761,Transfer,No,,2.2,Recommended further checks,Completed,,Mechanic Referral,45mins,orderd,Customer Brought,normal,Fleet Owner,Bolt Driver,Senior,30000,20000,,0,Promo10,17/10/2025,,,Prefers morning,Y,YES,No,One-time,
30/03/2025,CUS893,Emeka Okafor,08010974683,Lexus RX 350,KAN850CD,Engine Repair,suspension noiz,"Oil filter, Brake pads",Uche,59840,Cash,Yes,,1.3,Urgent service,In progress,VIP section,Mechanic Referral,,availaible,ladipo mkt,Normal,Fleet Owner,Private,Apprentice,,30000,no,,N/A,04/08/2025,Yes,,,No,No,Towing needed,,yes
2025-03-31,CUS894,John Doe,08060421010,Toyota Corolla,ABJ535GH,Brake Service,Oil chang,Air filter,,83849,pos,Yes,3.0,5.6,Customer waited,In progress,,Word of Mouth,60,Ordered,Customer Brought,Normal,first timer,,Senior ,,20000,No,5000,Promo10,2025-11-05,Yes,Needs tire alignment,Prefers morning,Y,no,,gold,Yes
03-21-2025,CUS895,Tunde Bayo,08090931259,Mercedes-Benz GLE,ABJ484CD,Suspension Work,Suspenshun Noise,Timing belt,Musa,21157,Transfer,Yes,5.0,5.1,,In progress,main bay,Road Sign,60,Available,Benz supply,Booking,first timer,Bolt Driver,Specialist,15000,40000,no,5k,Promo10,,Yes,Needs tire alignment,,N,YES,Yes,gold,Yes
2025-01-22,CUS896,Ngozi Nwachukwu,08079803166,Mercedes-Benz C300,ABJ265GH,Battery Replacement,Oil chang,Battery,Uche,49263,Transfer,No,2.0,5.9,Changed all filters,In progress,,Word of Mouth,15,Available,Ladipo Market,Normal,Uber Driver,Bolt Driver,Apprentice,twenty thousand,30000,No,,N/A,,YES,Needs tire alignment,Prefers morning,N,Yes,Yes,gold,No
01-06-2025,CUS897,Ngozi Nwachukwu,08045679876,Toyota Corolla,KAN224CD,Suspension Work,brake faliure,Shock absorbers,Uche,88077,POS,No,1.0,3.6,,In progress,VIP section,Mechanik Referal,45,Available,Benz supply,Emergency,first timer,Bolt Driver,speciallist,,30k,YES,5000,Promo10,10/10/2025,YES,,no complain,,YES,,Gold Maintenance Plan,Yes
04-28-2025,CUS898,Emeka Okafor,08075219904,Mercedes-Benz GLE,ABJ548CD,Oil Change,brake failur,Timing belt,,62852,CASH,No,,4.4,Recommended further checks,Completed,VIP section,Road Sign,45,Available,Benz supply,Emergncy,first timer,Bolt Driver,,40000,40000,YES,0,,05/07/2025,no,Needs tire alignment,,No,no,Yes,Gold Maintenance Plan,No
26/05/2025,CUS899,Tunde Bayo,08073516094,Mercedes-Benz GLE,ABJ534EF,Suspension Work,brake failur,None,Uche,21993,Cash,Yes,5.0,2.2,Recommended further checks,Completed,,Road Sign,60,Available,Benz supply,normal,First Time,Logistics Co,speciallist,15000,30k,No,5000,Promo10,13/12/2025,no,,no complain,Yes,,,one time,followed up
05-01-2025,CUS900,John Doe,08055235396,Lexus RX 350,ABJ741GH,Suspension Work,Oil chang,Timing belt,Tijani,110218,transfer,Yes,5.0,1.6,Urgent service,Pending,VIP Section,Instagram,45,availaible,Ladipo Market,Normal,Returning,,Apprentice,40000,,No,5k,,,no,Shock absorber weakening,,No,,No,one time,yes
04-07-2025,CUS901,Aisha Bello,08091117376,Toyota Corolla,LAG243GH,Engine Repair,Suspensn Noise,Air filter,,94928,pos,Yes,1.0,1.5,Urgent service,In progress,VIP section,Mechanik Referal,45,Available,Ladipo Market,Emergncy,Fleet Owner,Private,Specialist,,35000,Yes,5000,LOYALTY10,19/08/2025,no,Shock absorber weakening,,No,Yes,,Gold Maintenance Plan,
2025-04-10,CUS902,John Doe,08067640289,Toyota Corolla,KAN528EF,Brake Service,Enjin Knockin,Shock absorbers,Tijani,97553,Cash,Yes,,5.2,Changed all filters,In progress,Under tree,Word of Mouth,,availaible,ladipo mkt,normal,first timer,Bolt Driver,speciallist,30000,30k,no,5k,LOYALTY10,04/10/2025,no,,Always late,Y,,No,gold,followed up
26/01/2025,CUS903,Emeka Okafor,08055171003,Lexus RX 350,ABJ403CD,Battery Replacement,Suspensn Noise,Shock absorbers,Uche,21014,transfer,No,3.0,5.8,Recommended further checks,Pending,VIP Section,Road Sign,45,availaible,Ladipo Market,Normal,Uber Driver,Bolt Driver,Senior ,,30000,no,10000,N/A,2025-07-16,no,Shock absorber weakening,Prefers morning,No,YES,,Gold Maintenance Plan,yes
2025-05-08,CUS904,Ngozi Nwachukwu,08059765936,Lexus RX 350,LAG401GH,Battery Replacement,,Timing belt,,30687,Cash,No,2.0,1.4,Changed all filters,Pending,VIP section,Instagram,60,availaible,ladipo mkt,Normal,First Time,Private,Senior ,25000,20000,,,N/A,,Yes,Needs tire alignment,no complain,N,,Towing needed,one time,No
18/03/2025,CUS905,Tunde Bayo,08056047075,Lexus RX 350,KAN377GH,Suspension Work,engine knoking,Timing belt,Isaac Bobo,76964,Cash,Yes,1.0,1.5,Urgent service,In progress,,whatsapp,60,Ordered,Direct from Benz,Emergency,Uber Driver,Govt Convoy,Apprentice,40000,,YES,5k,LOYALTY10,20/10/2025,,,Always late,,No,Yes,Gold Maintenance Plan,
2025-02-21,CUS906,Ngozi Nwachukwu,08052308622,Lexus RX 350,LAG729EF,Oil Change,Suspenshun Noise,Timing belt,Isaac Bobo,75494,transfer,No,5.0,5.4,Customer waited,In progress,VIP section,Word of Mouth,45,Available,Customer Brought,Emergncy,Uber Driver,,Specialist,40000,40000,No,5000,NONE,2025-07-02,YES,Shock absorber weakening,Prefers morning,Y,Yes,No,Gold Maintenance Plan,followed up
24/02/2025,CUS907,Emeka Okafor,08042158168,Honda Accord,KAN765CD,Oil Change,engine knoking,Timing belt,Musa,98387,CASH,No,2.0,2.6,Recommended further checks,Pending,main bay,Word of Mouth,45mins,availaible,ladipo mkt,Booking,First Time,Govt Convoy,Specialist,30000,,YES,5k,Promo10,22/10/2025,No,,,No,no,,gold,followed up
18/03/2025,CUS908,John Doe,08058480869,Toyota Corolla,ABJ397GH,Oil Change,engine knoking,None,Uche,117104,Transfer,No,4.0,4.3,Urgent service,In progress,Under tree,Road Sign,15,orderd,Direct from Benz,Emergncy,Uber Driver,,,30000,30000,no,5k,Promo10,2025-08-13,YES,,,Y,No,Towing needed,gold,
01-24-2025,CUS909,Ngozi Nwachukwu,08099265296,Mercedes-Benz GLE,KAN309GH,Brake Service,suspension noiz,Battery,Isaac Bobo,87388,transfer,No,5.0,3.8,Recommended further checks,Pending,VIP section,whatsapp,60,availaible,Ladipo Market,Normal,First Time,,Specialist,25000,35000,No,5k,Promo10,,,Shock absorber weakening,no complain,Y,no,,Gold Maintenance Plan,No
25/01/2025,CUS910,Aisha Bello,08063481919,Mercedes-Benz GLE,KAN480GH,Brake Service,suspension noiz,None,Tijani,45443,POS,No,4.0,2.8,Urgent service,Pending,,whatsapp,45,Available,ladipo mkt,Emergncy,Returning,,speciallist,30000,20000,,5k,N/A,,no,,no complain,,Yes,,Gold Maintenance Plan,yes
05-26-2025,CUS911,Emeka Okafor,08060792779,Lexus RX 350,KAN357EF,Battery Replacement,Oill Change,Air filter,Isaac Bobo,113738,CASH,Yes,4.0,2.3,Customer waited,In progress,VIP section,Instagram,30,Available,Direct from Benz,normal,First Time,,,,30000,YES,,N/A,2025-10-21,Yes,Needs tire alignment,Prefers morning,N,No,,gold,yes
20/04/2025,CUS912,John Doe,08091981404,Lexus RX 350,LAG315EF,Brake Service,Brake Falure,"Oil filter, Brake pads",Isaac Bobo,31672,POS,Yes,1.0,3.5,Urgent service,Completed,VIP Section,Word of Mouth,60,Unavailable,Ladipo Market,normal,Fleet Owner,,,25000,40000,No,5k,,,Yes,,no complain,N,no,,one time,followed up
19/03/2025,CUS913,Tunde Bayo,08017682829,Honda Accord,KAN837CD,Suspension Work,oilchng,Air filter,Isaac Bobo,88630,Cash,No,4.0,4.8,Customer waited,Pending,VIP Section,Word of Mouth,45mins,availaible,Direct from Benz,Emergncy,Uber Driver,Bolt Driver,,,35000,,5k,N/A,,no,Shock absorber weakening,,N,No,No,Gold Maintenance Plan,
2025-04-21,CUS914,John Doe,08057785434,Lexus RX 350,ABJ636GH,Brake Service,Enjin Knockin,Battery,Tijani,97872,CASH,Yes,5.0,5.8,Recommended further checks,Pending,Under tree,whatsapp,15,Available,Benz supply,Normal,first timer,,Apprentice,twenty thousand,40000,,5k,NONE,,Yes,,,No,No,Towing needed,,followed up
03-06-2025,CUS915,Aisha Bello,08054326109,Honda Accord,LAG110EF,Oil Change,,Timing belt,Uche,65505,Transfer,Yes,,2.5,,Completed,VIP Section,Word of Mouth,,Ordered,ladipo mkt,Emergency,Uber Driver,,,,30000,no,10000,Promo10,2025-07-26,,Shock absorber weakening,Prefers morning,Y,YES,,Gold Maintenance Plan,No
2025-05-12,CUS916,Ngozi Nwachukwu,08023445578,Honda Accord,LAG283CD,Suspension Work,Enjin Knockin,Air filter,Uche,83359,Transfer,Yes,1.0,5.9,Urgent service,Pending,VIP section,Mechanik Referal,60,availaible,Customer Brought,normal,First Time,Govt Convoy,Senior ,40000,30000,,,NONE,,No,,no complain,Yes,Yes,,Gold Maintenance Plan,yes
2025-01-05,CUS917,John Doe,08010414016,Lexus RX 350,LAG168CD,Engine Repair,Suspenshun Noise,None,Tijani,76150,Transfer,No,3.0,1.9,Customer waited,Completed,,Mechanic Referral,,Ordered,Customer Brought,Normal,first timer,Bolt Driver,,30000,40000,no,5000,NONE,2025-11-11,Yes,Needs tire alignment,,N,No,Towing needed,gold,followed up
02-24-2025,CUS918,Aisha Bello,08071326664,Honda Accord,LAG818CD,Oil Change,brake failur,Timing belt,,29718,POS,No,5.0,2.3,Urgent service,Completed,,Mechanic Referral,60,Unavailable,ladipo mkt,Booking,Fleet Owner,Logistics Co,Senior,,20000,,10000,Promo10,,no,Shock absorber weakening,,,,No,gold,
06-13-2025,CUS919,Aisha Bello,08063929804,Honda Accord,ABJ810CD,Brake Service,,Timing belt,Tijani,70733,CASH,No,4.0,5.2,Changed all filters,Pending,Main Bay,Instagram,45mins,Unavailable,Direct from Benz,Emergncy,First Time,,Senior ,,30000,no,,LOYALTY10,18/06/2025,no,Needs tire alignment,no complain,Yes,No,,,No
05-25-2025,CUS920,Aisha Bello,08028637880,Mercedes-Benz GLE,KAN569EF,Suspension Work,Brake Falure,Shock absorbers,Isaac Bobo,105185,Transfer,Yes,5.0,1.1,Recommended further checks,In progress,Main Bay,Instagram,15,Available,ladipo mkt,normal,Returning,Private,speciallist,twenty thousand,40000,Yes,5k,N/A,2025-12-10,YES,Shock absorber weakening,Always late,Yes,no,Yes,one time,Yes
2025-06-10,CUS921,Emeka Okafor,08013446768,Lexus RX 350,ABJ162GH,Engine Repair,oilchng,Battery,Tijani,108586,pos,Yes,5.0,2.8,Changed all filters,Completed,main bay,Mechanik Referal,45mins,Unavailable,Ladipo Market,Emergency,Fleet Owner,Bolt Driver,Senior ,twenty thousand,35000,No,0,Promo10,,YES,Needs tire alignment,Always late,N,,Towing needed,One-time,yes
2025-04-04,CUS922,Emeka Okafor,08090786882,Mercedes-Benz C300,LAG708CD,Engine Repair,oilchng,Air filter,Tijani,61393,Transfer,No,,2.6,,Completed,main bay,Mechanik Referal,45,availaible,ladipo mkt,Emergency,Uber Driver,,speciallist,30000,35000,,5000,LOYALTY10,,Yes,Needs tire alignment,no complain,No,Yes,,,
18/03/2025,CUS923,John Doe,08026494625,Honda Accord,ABJ458GH,Battery Replacement,Enjin Knockin,"Oil filter, Brake pads",Isaac Bobo,85837,pos,Yes,2.0,2.2,Urgent service,In progress,VIP Section,Instagram,45,availaible,Benz supply,Emergency,First Time,Govt Convoy,Apprentice,15000,20000,,10000,N/A,23/10/2025,no,Shock absorber weakening,Always late,,No,Towing needed,one time,Yes
2025-03-23,CUS924,John Doe,08081219864,Lexus RX 350,KAN331EF,Brake Service,Oill Change,None,Uche,97854,pos,Yes,5.0,3.1,Changed all filters,Pending,Main Bay,Mechanik Referal,30,Ordered,Customer Brought,Booking,Fleet Owner,,Senior,,40000,no,0,Promo10,12/09/2025,no,Shock absorber weakening,,No,No,Yes,one time,
03-15-2025,CUS925,John Doe,08047509496,Honda Accord,KAN114CD,Battery Replacement,,None,Uche,72539,POS,Yes,,1.1,Urgent service,In progress,Main Bay,Road Sign,60,availaible,Benz supply,normal,First Time,,Specialist,15000,40000,no,5k,N/A,2025-10-09,Yes,Needs tire alignment,Prefers morning,,no,Towing needed,one time,yes
2025-02-11,CUS926,Ngozi Nwachukwu,08043358157,Honda Accord,LAG391EF,Engine Repair,Engin Knok,"Oil filter, Brake pads",Isaac Bobo,97108,transfer,Yes,3.0,2.6,Recommended further checks,Completed,Main Bay,Word of Mouth,60,Available,ladipo mkt,Normal,Uber Driver,Bolt Driver,speciallist,40000,30000,no,10000,NONE,02/12/2025,No,Shock absorber weakening,Prefers morning,Y,no,No,gold,yes
2025-04-14,CUS927,Ngozi Nwachukwu,08059449823,Mercedes-Benz GLE,KAN846EF,Battery Replacement,,Battery,Tijani,93281,POS,Yes,3.0,5.7,Changed all filters,Completed,,Mechanic Referral,60,availaible,Direct from Benz,Normal,Fleet Owner,,Apprentice,40000,,YES,,N/A,19/12/2025,No,,Prefers morning,N,No,No,gold,No
08/01/2025,CUS928,John Doe,08070655417,Mercedes-Benz C300,LAG739EF,Oil Change,Brake Falure,"Oil filter, Brake pads",Isaac Bobo,16556,Cash,Yes,,4.0,Changed all filters,Pending,Main Bay,Instagram,,Ordered,ladipo mkt,Booking,first timer,,,twenty thousand,30000,no,0,N/A,10/12/2025,No,,,N,no,Yes,Gold Maintenance Plan,followed up
05/05/2025,CUS929,Tunde Bayo,08092993759,Mercedes-Benz GLE,LAG674GH,Suspension Work,Suspenshun Noise,Battery,Uche,45013,Cash,Yes,4.0,2.3,,Completed,VIP section,Instagram,15,Available,Benz supply,Emergncy,Returning,,Senior,30000,30k,YES,,NONE,16/06/2025,,,,Y,No,,,
2025-04-19,CUS930,Emeka Okafor,08098432853,Toyota Corolla,KAN775CD,Engine Repair,oilchng,None,Uche,15653,Cash,Yes,2.0,3.9,,In progress,VIP Section,Road Sign,,Unavailable,Benz supply,Normal,first timer,Private,Apprentice,,30000,no,10000,LOYALTY10,,Yes,,,N,No,Yes,gold,No
2025-02-10,CUS931,Emeka Okafor,08073780187,Mercedes-Benz C300,ABJ706CD,Brake Service,Engin Knok,Timing belt,Musa,87180,CASH,No,,4.5,Recommended further checks,In progress,main bay,Word of Mouth,15,Ordered,Ladipo Market,Normal,first timer,,,30000,35000,No,5000,LOYALTY10,,YES,Needs tire alignment,no complain,Yes,No,,gold,No
2025-03-08,CUS932,Aisha Bello,08079110587,Mercedes-Benz GLE,ABJ848CD,Battery Replacement,engine knoking,Battery,Isaac Bobo,56483,pos,Yes,,5.3,,In progress,Under tree,Word of Mouth,45mins,orderd,Ladipo Market,normal,Fleet Owner,Private,,,40000,Yes,,N/A,10/07/2025,YES,,,No,no,,gold,Yes
2025-06-14,CUS933,John Doe,08065448912,Mercedes-Benz C300,LAG282EF,Battery Replacement,Oill Change,Air filter,,40059,transfer,No,1.0,3.2,Customer waited,Completed,Main Bay,Word of Mouth,15,orderd,Benz supply,Emergncy,Returning,Logistics Co,Specialist,,20000,YES,0,NONE,21/12/2025,No,Needs tire alignment,no complain,N,No,,Gold Maintenance Plan,Yes
03-22-2025,CUS934,Ngozi Nwachukwu,08098614357,Toyota Corolla,KAN204CD,Brake Service,engine knoking,None,Tijani,103504,pos,No,,1.7,Customer waited,In progress,Under tree,Mechanic Referral,,orderd,Direct from Benz,Emergency,Returning,Bolt Driver,Senior ,,,Yes,,LOYALTY10,,YES,Shock absorber weakening,no complain,Yes,no,,gold,No
17/01/2025,CUS935,Aisha Bello,08035224200,Honda Accord,KAN701GH,Battery Replacement,Oill Change,None,Musa,25455,Transfer,No,,1.3,Recommended further checks,Completed,Main Bay,whatsapp,45,Available,Benz supply,Normal,Uber Driver,,Senior,15000,35000,,,,,no,Needs tire alignment,Prefers morning,Y,no,Yes,gold,yes
2025-01-24,CUS936,Emeka Okafor,08010419981,Lexus RX 350,LAG438GH,Battery Replacement,oilchng,None,,43901,Transfer,No,2.0,1.3,Customer waited,Completed,,whatsapp,,Ordered,Benz supply,Normal,Uber Driver,Private,Senior ,,20000,YES,10000,Promo10,24/12/2025,,,Always late,,no,,gold,
2025-01-29,CUS937,John Doe,08095640742,Mercedes-Benz GLE,KAN719EF,Brake Service,suspension noiz,"Oil filter, Brake pads",Tijani,113608,transfer,No,,1.7,Changed all filters,Completed,VIP section,whatsapp,,orderd,Benz supply,Normal,first timer,Logistics Co,Senior,15000,30000,No,5000,Promo10,,No,Needs tire alignment,no complain,,no,No,One-time,No
29/05/2025,CUS938,Emeka Okafor,08053242747,Mercedes-Benz C300,KAN992GH,Oil Change,Oil chang,Air filter,Isaac Bobo,21591,POS,No,4.0,5.4,Recommended further checks,Pending,VIP section,Road Sign,30,orderd,Benz supply,Emergency,Fleet Owner,,Apprentice,25000,40000,Yes,5k,N/A,21/09/2025,no,,,No,YES,No,Gold Maintenance Plan,Yes
03-02-2025,CUS939,Tunde Bayo,08012232081,Mercedes-Benz C300,KAN584CD,Engine Repair,suspension noiz,Battery,Uche,113562,transfer,No,4.0,4.6,Recommended further checks,Completed,,Word of Mouth,30,Ordered,Ladipo Market,Emergency,First Time,,Senior ,twenty thousand,20000,Yes,5k,Promo10,16/10/2025,no,,no complain,N,no,Yes,,
03-26-2025,CUS940,Aisha Bello,08095064149,Toyota Corolla,ABJ102CD,Oil Change,Brake Falure,Air filter,Uche,86149,CASH,No,3.0,5.1,Changed all filters,Completed,VIP section,whatsapp,,availaible,ladipo mkt,Emergncy,first timer,Bolt Driver,Senior,twenty thousand,,No,5000,LOYALTY10,05/11/2025,No,Needs tire alignment,Always late,No,,Yes,One-time,No
2025-04-10,CUS941,John Doe,08058345978,Toyota Corolla,ABJ193GH,Brake Service,brake failur,Timing belt,Uche,65511,Transfer,Yes,,4.5,Changed all filters,Completed,,Mechanic Referral,45,Available,Benz supply,Booking,Uber Driver,Logistics Co,,twenty thousand,20000,Yes,5000,N/A,,YES,,,Yes,YES,,One-time,
2025-02-06,CUS942,Tunde Bayo,08016141035,Mercedes-Benz GLE,ABJ246CD,Brake Service,brake failur,Timing belt,,24744,Cash,Yes,4.0,3.7,Customer waited,Completed,Under tree,Word of Mouth,45,availaible,Direct from Benz,normal,Uber Driver,Private,Senior ,twenty thousand,35000,Yes,5000,NONE,20/12/2025,No,,Prefers morning,,,Yes,,No
23/04/2025,CUS943,Tunde Bayo,08053691252,Toyota Corolla,LAG995CD,Suspension Work,,None,,56479,Transfer,Yes,5.0,1.5,Recommended further checks,Pending,,Mechanik Referal,,Available,Ladipo Market,Booking,Uber Driver,Bolt Driver,Senior ,,40000,No,,LOYALTY10,,No,,,N,,,One-time,followed up
05-06-2025,CUS944,Ngozi Nwachukwu,08069633763,Lexus RX 350,LAG179CD,Engine Repair,Enjin Knockin,None,,65987,CASH,Yes,4.0,3.5,Customer waited,Pending,Under tree,Instagram,15,Ordered,Ladipo Market,normal,Uber Driver,Private,,25000,40000,YES,,NONE,02/09/2025,Yes,,Always late,No,Yes,Yes,one time,No
03-23-2025,CUS945,John Doe,08041347711,Mercedes-Benz GLE,ABJ623EF,Engine Repair,Suspenshun Noise,Shock absorbers,Musa,15769,Cash,No,2.0,5.6,Customer waited,Completed,VIP Section,Instagram,15,Ordered,Direct from Benz,Emergncy,Uber Driver,,Apprentice,twenty thousand,30000,No,0,N/A,2025-09-05,,Shock absorber weakening,,N,,Yes,,No
02/05/2025,CUS946,Ngozi Nwachukwu,08091438353,Honda Accord,LAG780EF,Brake Service,engine knoking,Timing belt,Musa,74796,CASH,No,5.0,4.3,Changed all filters,In progress,VIP section,Word of Mouth,,orderd,Ladipo Market,Normal,First Time,,Senior,30000,35000,YES,5k,LOYALTY10,2025-10-18,YES,,Prefers morning,Y,YES,,Gold Maintenance Plan,
05-02-2025,CUS947,Tunde Bayo,08075033340,Lexus RX 350,LAG409GH,Suspension Work,oilchng,Air filter,,82331,pos,No,3.0,3.6,Customer waited,In progress,VIP Section,Road Sign,45,availaible,ladipo mkt,Booking,First Time,Logistics Co,Senior,25000,30k,YES,5k,,,,Shock absorber weakening,Always late,N,no,Towing needed,one time,yes
01-06-2025,CUS948,John Doe,08063709262,Mercedes-Benz GLE,ABJ346GH,Engine Repair,suspension noiz,None,,94191,POS,No,5.0,4.0,Changed all filters,In progress,VIP section,Road Sign,30,Available,Ladipo Market,Normal,Uber Driver,,Senior,,,No,0,LOYALTY10,25/10/2025,No,Shock absorber weakening,no complain,Y,,Towing needed,One-time,yes
01-14-2025,CUS949,John Doe,08092220752,Mercedes-Benz GLE,LAG486EF,Suspension Work,oilchng,Air filter,Musa,42520,Cash,No,1.0,4.8,Customer waited,Pending,VIP Section,Word of Mouth,,Unavailable,ladipo mkt,normal,Fleet Owner,,Specialist,twenty thousand,35000,No,10000,,,,,,Y,no,No,Gold Maintenance Plan,
06/03/2025,CUS950,John Doe,08020921193,Mercedes-Benz GLE,KAN585EF,Brake Service,Suspensn Noise,Timing belt,Tijani,33203,CASH,No,2.0,5.8,Recommended further checks,Pending,Main Bay,whatsapp,,availaible,ladipo mkt,Emergncy,Returning,,speciallist,15000,,no,0,,21/10/2025,YES,,,No,no,Yes,,yes
04-03-2025,CUS951,John Doe,08056752592,Mercedes-Benz C300,LAG958GH,Brake Service,,"Oil filter, Brake pads",Musa,73898,Cash,No,3.0,1.7,Recommended further checks,Completed,VIP Section,Mechanik Referal,15,Unavailable,Customer Brought,Emergency,Fleet Owner,Govt Convoy,Specialist,twenty thousand,,YES,0,N/A,12/10/2025,,,,,YES,,One-time,No
17/05/2025,CUS952,Ngozi Nwachukwu,08067433950,Mercedes-Benz GLE,LAG643CD,Engine Repair,Brake Falure,Timing belt,Tijani,47239,Cash,No,4.0,5.5,Changed all filters,In progress,Under tree,Mechanic Referral,30,orderd,Direct from Benz,Normal,Fleet Owner,,Apprentice,25000,20000,YES,0,LOYALTY10,21/12/2025,,,,Yes,,No,Gold Maintenance Plan,No
03/01/2025,CUS953,Emeka Okafor,08073904001,Mercedes-Benz C300,KAN962CD,Brake Service,,"Oil filter, Brake pads",Musa,98367,POS,No,2.0,1.7,,In progress,Under tree,Mechanik Referal,,Unavailable,Direct from Benz,normal,first timer,,speciallist,twenty thousand,40000,No,0,N/A,2025-07-21,,,,,No,,one time,
24/01/2025,CUS954,John Doe,08098360765,Mercedes-Benz GLE,ABJ748EF,Brake Service,,Battery,Musa,115969,pos,No,3.0,3.7,Changed all filters,In progress,,Mechanik Referal,45mins,orderd,Ladipo Market,Booking,Uber Driver,Govt Convoy,Apprentice,25000,20000,No,0,Promo10,,no,Needs tire alignment,Always late,Y,,No,One-time,No
04-23-2025,CUS955,Aisha Bello,08023482938,Lexus RX 350,KAN246EF,Battery Replacement,Oil chang,Battery,Musa,100561,transfer,No,5.0,3.5,Customer waited,Completed,Under tree,Mechanic Referral,60,Available,ladipo mkt,Emergency,Returning,,Senior,,35000,No,5000,N/A,03/11/2025,No,,,Yes,YES,Yes,gold,followed up
2025-03-23,CUS956,John Doe,08061654839,Mercedes-Benz C300,KAN552EF,Oil Change,suspension noiz,None,Uche,82510,transfer,No,5.0,1.4,Recommended further checks,Pending,Main Bay,Mechanik Referal,15,Unavailable,Direct from Benz,Booking,First Time,Bolt Driver,speciallist,40000,30k,No,,LOYALTY10,25/06/2025,YES,,,,YES,No,One-time,
